,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000243485,0.0,,,,,
ENSG00000237613,0.0,,,,,
ENSG00000186092,0.001403999110389334,-0.2367323789015408,3.0576607481597993,-0.07742270918839317,0.9382872756822157,
ENSG00000238009,0.09340272958686718,-0.04145265504400686,0.2893369522947163,-0.14326775309979597,0.8860787223724955,
ENSG00000239945,0.0016772886483242453,-0.24247281606391885,3.0577081685726752,-0.07929887441714364,0.9367949015689958,
ENSG00000239906,0.0,,,,,
ENSG00000241860,0.1431864484625658,-0.2670411984003029,0.24254436479095431,-1.1009993929583235,0.27089692136068755,
ENSG00000241599,0.0,,,,,
ENSG00000286448,0.0,,,,,
ENSG00000236601,0.0,,,,,
ENSG00000284733,0.0,,,,,
ENSG00000235146,0.0,,,,,
ENSG00000284662,0.0,,,,,
ENSG00000229905,0.0,,,,,
ENSG00000237491,2.8838970233425605,0.02268656155719117,0.06268238925955023,0.36192879411875106,0.7174052419631406,0.9245723953864391
ENSG00000177757,0.014615673378289814,-0.21151343739178888,1.644645763760385,-0.12860729164447907,0.8976683963304438,
ENSG00000228794,2.1343502254597166,0.0070575133346186154,0.07017059520268715,0.10057650664403016,0.9198866471021814,0.9819414483078844
ENSG00000225880,0.9254559116959786,-0.16051397060557085,0.11526198289853927,-1.392601155810977,0.16374043331822763,0.5920001657622904
ENSG00000288531,0.03549423065269081,-0.220482902849394,1.9446451641784817,-0.113379503320616,0.9097296888999409,
ENSG00000230368,2.3902613292146335,-0.06485736478478889,0.06774997317527877,-0.9573046562984417,0.3384135058210568,0.7470452755211395
ENSG00000272438,0.0007702916295816554,-0.2412211968282634,3.0576992588831575,-0.0788897718202577,0.9371202987908671,
ENSG00000230699,0.01786165317136791,-0.20999566521121898,1.52854313920747,-0.13738288428032136,0.8907281591309842,
ENSG00000241180,0.0,,,,,
ENSG00000223764,0.0005244305257868331,-0.22489240308408687,3.057688467262841,-0.0735498091096914,0.9413686094323974,
ENSG00000187634,0.011415106641732507,-0.19812835048860805,1.9134175217699123,-0.10354684653736171,0.9175289711233523,
ENSG00000188976,17.837403606901308,0.0255889674260799,0.025865705425645796,0.9893009684053887,0.3225159104004657,0.7392696369559995
ENSG00000187961,0.5508169242751144,-0.027525217269458054,0.14416349155707886,-0.19093056759491675,0.8485799912157678,0.9603982821011865
ENSG00000187583,0.33206157564666766,-0.21498235953699163,0.1751285982418783,-1.2275685507404646,0.21960897366674437,0.6523353333299963
ENSG00000187642,0.012076489983636664,-0.23001638938804864,1.557039656359155,-0.14772673801121983,0.8825584292695923,
ENSG00000272512,0.01622218574294649,-0.20261976858868314,1.6469002381096582,-0.12303099113110443,0.9020825570131865,
ENSG00000188290,1.9108750149342715,0.06555429161753827,0.11847466009374273,0.5533190942744096,0.580044928416898,0.8758987292226681
ENSG00000187608,49.72715390156803,-0.06115061008613886,0.0350777078761373,-1.7432897925391089,0.08128300746569037,0.4431399743374418
ENSG00000224969,0.019739617825217316,-0.23451368836264824,0.9309238118539828,-0.2519150175089003,0.8011067515610476,
ENSG00000188157,0.1616771233696798,-0.06150858148264561,0.22115282636517822,-0.27812704225212875,0.780914837658159,
ENSG00000242590,0.0,,,,,
ENSG00000273443,0.0005699680356253667,-0.23297967382882007,3.0576874236179794,-0.07619473201520026,0.9392641737502861,
ENSG00000237330,0.0014205538770230405,-0.24689716407537107,3.057705815303052,-0.08074588563743203,0.9356440444659015,
ENSG00000131591,1.5511160128815302,0.10612645332706991,0.08152266022784224,1.301803118672332,0.19298369743142185,0.622105231531804
ENSG00000285812,0.017262342729360145,-0.2272734919925061,1.446458748731832,-0.15712407435868173,0.8751470646401371,
ENSG00000223823,0.0016091386756939652,-0.23321714969198773,3.0576775252693222,-0.07627264411130007,0.9392021892674054,
ENSG00000272141,0.0065238023046585,-0.22085437660215862,2.611773675998353,-0.08456106998541395,0.9326103498200797,
ENSG00000205231,0.007909283164531362,-0.23818026231432599,2.5728420994376595,-0.09257476872225642,0.9262413892925917,
ENSG00000162571,0.2975423888475199,-0.6675615577563083,0.20712912314513995,-3.222924655015959,0.0012688892557762847,
ENSG00000186891,24.802143975968963,-0.2664830053926707,0.050338654566987544,-5.29380468518585,1.1979738124348614e-07,1.825061338943974e-05
ENSG00000186827,7.37068648554057,-0.22738868631814974,0.06274227027552232,-3.624170520441958,0.00028989030763632766,0.013973618735282356
ENSG00000078808,39.53648387493653,-0.0533051998252607,0.020450532469317117,-2.6065433702147836,0.009146124035780417,0.1467661516274777
ENSG00000176022,2.628433590293405,-0.029310420642518084,0.08788942841420008,-0.333491992966272,0.7387629325618152,0.9319047697557779
ENSG00000184163,0.26750804020930596,0.007989855667117846,0.17081076353516525,0.04677606669367153,0.962691704160348,
ENSG00000260179,0.15781245558705942,-0.14217084085062368,0.21564208767544957,-0.6592907830896017,0.5097090599102223,
ENSG00000160087,18.553761760541445,0.05600705273789014,0.024066218846278454,2.3272061596228255,0.019954295350604286,0.22715498581776467
ENSG00000230415,0.06175890682246943,-0.2845613475830269,0.4426512937727244,-0.6428566946178013,0.5203170913852322,
ENSG00000162572,0.20045192181093785,-0.17774180759645938,0.1977956860482443,-0.8986131656739289,0.3688587435526969,
ENSG00000131584,3.974393474324248,-0.04652905388324748,0.05444888649823471,-0.8545455541089165,0.3928027801383893,0.7808557291282855
ENSG00000169972,3.030987348928487,-0.019602783951581264,0.05825003998893182,-0.3365282488270569,0.7364725530090483,0.9314037866978916
ENSG00000127054,11.688827846828485,-0.028641641196322884,0.029064814658741365,-0.9854403522820604,0.3244078168223151,0.7397853571162678
ENSG00000240731,0.004117603762559233,-0.24610513389848118,3.05762276140192,-0.08048904430108376,0.935848309345853,
ENSG00000224051,4.792842256871835,-0.05086818014955575,0.047796306736675995,-1.064270099984997,0.287206358920138,0.7136337880757019
ENSG00000169962,0.06681641267855624,-0.20783094799012988,0.4579025944571409,-0.45387589086827634,0.6499181570367077,
ENSG00000107404,0.7598974079508127,0.14375607359011566,0.11754275936856404,1.2230108801458184,0.22132558689504955,0.6541695191101584
ENSG00000162576,0.015769277490364716,-0.22990586442504424,1.3733923583831835,-0.1673999880818467,0.8670553345523792,
ENSG00000175756,47.63163706766197,0.021124117615319245,0.014725076391188295,1.43456760794533,0.1514103505892277,0.57773770138252
ENSG00000221978,9.778723815995026,-0.029158480694228658,0.03329446201099303,-0.8757756976100478,0.38115198412600826,0.7744797438028885
ENSG00000224870,6.876018629597282,0.01040612355602552,0.03890225385202983,0.2674941044703134,0.7890887528024917,0.9410800434505411
ENSG00000242485,36.284504216163725,-0.009471351769087172,0.018486416035653108,-0.5123411563831852,0.6084122659440829,0.8866092774858271
ENSG00000272455,0.08116241047941486,-0.21984643242287355,0.3450747966191512,-0.6370979120376372,0.5240610685216179,
ENSG00000235098,0.006228335740687428,-0.2334431914743055,2.9462735913779743,-0.0792333719982617,0.9368470010068778,
ENSG00000225905,0.0,,,,,
ENSG00000205116,0.009331794166042675,-0.23225225963841872,2.5355233195792133,-0.09159933882089576,0.9270163767874858,
ENSG00000225285,0.0,,,,,
ENSG00000179403,0.00044235944663173325,-0.22609579532500018,3.0576924755326442,-0.07394327491538034,0.9410555216735567,
